question_id,question,question_sentiment,answer,answer_sentiment
question_box_133295472239,Fuck the haters❤️❤️❤️ily Lea don't let idiots bring you down,positive,"I love you so much Anna! ❤️❤️❤️❤️ You're totally right, FUCK EM UP!",positive
question_box_112132054974,adam dumped you?,positive,how the hell does this shit get around so fast?! omg.,positive
question_box_62629999479,Hey idk why this bitch it acting like this. You are pretty and sean is not ugly he is cute but if she says hes ugly than why would she brag about kissing him and sucking his dick? Theres a word for that and that word is whore!!!!! Sean is cute and you are prettt you guys have a amazing relationship,positive,Lmao Ikr? If I thought somebody was ugly I certainly wouldn't kiss him but thank you :),positive
question_box_121404476527,"fuck bitches get,money,a  cyrus nevis",negative,your gay,negative
question_box_61836380965,one follower that you wish lived closer ?,positive,aaa@princedmb1 a overall has to be one of my favorite distant followers nigga needs to move over here,positive
773525932,stop asking yourself all these questions. it shows up as asked by own user for us you retard lmao. such a fucking fail and on top of that it's on anonymous.,positive,i'm not asking myself questions omg you week my life aa,positive
773525738,what would you say to someone to make them not...kill theirself?,positive,i will call them one hundred times and text them,positive
question_box_51728447419,"i don't like you and you don't like me, let's keep it that way.",positive,"hahahah omg we weRE bitches... we still are ("":",positive
question_box_131336124350,what happened to or mon????!,positive,"my mon got in a car wreck about a year ago now. and since then she's been having back problems so she's been taking pills for it. her doctor gave her a contact to sign saying, by taking these pills she knows it can fail her liver and kill her meaning she can't sew them. also, my mon has been having heart problems.",positive
question_box_62199063906,What problems did you have in school?,positive,Math omg I suck at it,positive
question_box_123972225634,0,positive,"yeah i wrote that, i'm seriously like going to die that hurt so bad... i'm not even done with that",positive
question_box_121384174902,what's on your mind,positive,"""had to leave that bitch for lonely to get my mind right""",positive
question_box_113064562013,what would you refuse to do for a million dollars?,positive,die,positive
773525888,pus don't wear a bikini,positive,do u really want me to repeat that entire thing again. u actually don't understand that i couldn't care less about what u think. you don't have the right to tell me what to do or who to be because or the one wasting or time anonymous behind a scream being a jerk. this might sound weird but i'm actually proud of myself that i wear one because i actually don't care about what people like u think and i'm not afraid to be who i am. or just wasting or time coming on to my ask to talk shit about me. so if u have anything else to say keep it to orself because i don't need to hear anymore of or crap because u don't even have the guns to tell that to my face.,positive
question_box_119809313428,FUCK that was supposed to be anonymous,positive,Nice try bb,positive
question_box_120483291650,your ass the> can i grab it?,positive,"sorry, it's not yours.",positive
question_box_66625869256,"thoughts on me, you zOMG noob ;D (since everyone else is doing it)",positive,"AMY. You have the voice of an an angel, really. X-Factor level! One day you shall master ""Feeling Good"" by Nina Simone. and you shall give me 20 years' worth of birthday presents with just that one song :) That much talent... I envy you a bit :) The type of person you are... you'll be doing fantastic one day. You are smart, sweet, caring, and ...MAN... YOU ARE A HARD CORE OTAKU. DAT NARUTO LIFE THOUGH LOLOL. i watched the nigahiga naruto video again today. I THOUGHT OF YOU!! Just remember to relax every once in a while, don't stress out, HAVE FUN JUNIOR YEAR. AND DON'T DIE, I'LL BE SILENTLY ROOTING FOR YOU! and bring a boyfriend home to mama. ;) JKJKJK",positive
question_box_47070981102,"can i fuck you, no not you, yes you.",positive,mmm sure?,positive
question_box_126032878071,what movie did you watch,positive,stfu,positive
question_box_133252381887,nah he's dead..he's spectating bc I quick scoped him,negative,stfu ill snipe u. try me,negative
question_box_125151344465,Whos Ur Best Friend like No Matter What Throgh All The Shit You Know That They Will Be There For You?,positive,bestfriends* lol but jarl ofc and daniela trinidadddd,positive
question_box_126117997486,Ok I'll leave still love that face and ass thou,positive,ok bi,positive
773525668,fuck no you have a big firm curly ass :-),positive,have u seen my butt um,positive
question_box_123794992692,Idk I've tried hitting you up and shit,positive,Then try again lol,positive
question_box_123828467518,"you should stop asking me questions about tommy, or i will fucking find you and i will beat the shit out of youa  aah",negative,ok sorry i'll stop,positive
question_box_116869676433,my day was amazing as well! i went to the waterpark and ate a shit ton of dip-n-dots and went on all of da' sides. (half of the time i was on the lazy river like fuck sides and pools and shit.)a @pumpkin-run,positive,oooh that sounds fun~ the lazy river is the best though xd,positive
question_box_124624408184,Simone I love you. I'm sorry someone had the indecency to tell you to stfu on your own ask. and gabby does say shit about you so..,positive,"awe thanks ily2, yeah i know she does",positive
question_box_129028705010,Samer the first step is to admit that you are,positive,im not gay marcus...fuck u,negative
question_box_128357383684,What have you learned in life so far??,positive,"let shit go, dont let peoples negative perception of you or your perception of yourself be your reality. be compassionate and stay humble. care less about bullshit, um idk do whatever the fuck you want honestly if youre not hurting anything.",positive
question_box_120984978993,what makes you cry?,positive,ask.am and their stupid questions of the day that suck ass,positive
773525752,i know who you have a crush on mary told me lmao !   im telling you on here because mary would kill me if i told what she said about you ..,positive,that's great (:,positive
question_box_131738545610,Pap of you singing,positive,ew no I suck,positive
question_box_120140188474,hey fuck face xx ❤‎  olivia rose,positive,Aye shithead :* ❤,positive
question_box_131401157277,How can you live till the age of 120?,positive,don't die.,positive
question_box_113588108423,How much money do you need to feel rich?,positive,Fuck you.,negative
question_box_124976190945,ask deborah,positive,stfu,negative
question_box_51939578244,What can spoil your day?,positive,Drama and fake bitches,positive
question_box_115865174356,the dentist will kill me with their weapons,positive,good,positive
